"","value"
"2710","<U+F071> 포럼 일정 조정에 따라 제주도는 장소와 세션 등 대한 구체적인 사항도 재결정할 방침이다."
"2711","<U+274D> 올해 제주포럼과 관련 지난해 7월 제주도와 포럼 조직위원회는 회의를 열고 일정(5월 28~30일)과 장소(제주국제컨벤션센터)를 결정했다. 또한 국제자문위원회·주제선정자문위원회 등 3차례 회의를 걸쳐 대주제를 선정했다."
"2712","<U+274D> 또한 도와 포럼 조직위는 제15회 제주포럼을 통해 ‘평화’ 중심의 정체성 확립과 세션의 질적 성장을 위해 동시세션을 최소화하고, 세션 심사와 평가를 강화하는 방안을 추진해왔다."
"2713","<U+274D> 특히 올해 제주포럼에는 1996년 제주도에서 정상회담을 했던 빌 클린턴 전 미국 대통령을 비롯해 반기문 전 유엔 사무총장, 마테오 리치 전 이탈리아 총리, 타르야 할로넨 전 핀란드 대통령과 대인지뢰금지조약을 성사시킨 조디 윌리엄스 노벨 평화상 수상자 등 거물급 인사들이 참석을 통보해오는 등 성공적인 포럼개최에 대한 기대가 컸다."
"2714","- 일정 조정으로 이들의 참석 가능 여부가 불투명하게 됨에 따라 조속한 시일 내 참석여부를 재협의할 예정이다."
"2715","<U+F071> 한편, 지난해 개최된 제14회 제주포럼에는 국내·외 83개국에서 5,895명이 참가한 바 있다."
"2716","<U+274D> 지난 10월에는 처음으로 해외지역포럼을 싱가포르에서 개최하는 등 아시아를 대표하는 국제 공공포럼으로 자리 매김하고 있다."
"2717","※ 관련 문의 : 문화체육대외협력국 평화대외협력과 장지미 평화사업팀장 064) 710-6251"
"2718","[종합] 도내 9번 확진자·OO구 모녀, 추가 동선 및 접촉자 없어"
"2719","- 도내 접촉자 격리 조치·자택 및 방문장소 방역 완료 -"
"2720","<U+F071> 제주특별자치도는 도내 9번째 코로나19 확진자인 A씨(OO번)와 제주 여행 후 서울에서 코로나19 확진 판정을 받은 북미 소재 대학 유학생 B씨 모녀(OO번, OO번)에 대한 역학조사를 진행한 결과 새롭게 추가된 동선과 접촉자는 없다고 밝혔다."
"2721","<U+F071> 제주도 역학조사 결과 A씨는 50여 일 간의 남미 여행 후 지난 3월 21일 인천공항을 거쳐 입국하고, 당일 제주공항을 통해 입도했다."
"2722","<U+274D> A씨는 28일부터 발열, 오한으로 오후 7시경 OO병원 선별진료소를 방문해 검사한 결과 29일 코로나19 최종 확진판정을 받았다."
"2723","<U+274D> 제주도보건환경연구원에서 실시한 A씨의 가족 6명에 대한 검체검사 결과 또한 29일 모두 음성판정을 받았으며, A씨는 OO 병원으로 이송돼 치료를 받고 있으며, 건강상태는 양호한 것으로 확인됐다."
"2724","<U+274D> 제주도는 A씨와 접촉한 가족 등 12명의 도내 자가격리자에 대한 조치와 자택 등에 대한 방역을 완료했다."
"2725","<U+F071> 한편, 제주도는 지난 3월 20일부터 24일까지 제주 여행 후 서울에서 코로나19 확진 판정을 받은 북미 소재 대학 유학생 B씨 모녀(OO번, OO번)의 역학조사 결과도 마찬가지로 새롭게 추가된 동선이나 접촉자는 없음을 밝혔다."
"2726","<U+274D> 제주도는 3월 25일 오후 서울시 OO구보건소를 통해 B씨의 진술, CCTV, 카드사용내역 등을 중심으로 역학조사를 실시하고 있었다."
"2727","<U+274D> 위의 분석으로 확인이 어려운 5개의 장소, 시간을 구체적으로 공개함으로써 추가 확인된 접촉자를 포함한 총 97명 중 도내 관리대상자인 45명의 접촉자 모두 자가격리 조치하고, 방문 장소 20개소 모두 방역 <U+2024> 소독조치 완료하였다."
"2728","- 또한, 접촉자 중 항공기 승무원 4명과 승객 35명 등 총 52명은 도외로 관리를 이관했다."
"2729","<U+274D> 제주도는 도내 자가격리자 중 마스크 미착용 장소에서의 밀접접촉자에 대하여 감염위험이 상대적으로 높다고 판단하고 격리해제 직전에 코로나19 검사를 시행할 예정이다."
"2730","※ 관련 문의 : 도민안전실 양기정 재난대응과장 064) 710-3630"
"2731","보건복지여성국 정인보 보건건강위생과장 064) 710-2910"
"2732","★ 코로나19 확진자의 이동경로는 질병관리본부 지침에 따릅니다. 중앙방역대책본부의 지침에(2020.4.12.)의거 확진자의 공개기간 이후의 정보는 비공개로 전환합니다."
"2733","(※ 공개기간 : 확진자가 마지막 접촉자와 접촉한 날로부터 14일)"
"2734","□ 제주도 #9 확진자(9651번) 이동 경로(4.1 10:00)"
"2735","- 접촉자 : 총 12명 (도내 격리자 12명)"
"2736","이동 경로"
"2737","15:50~16:40"
"2738","OO식당, (마스크 미착용)"
"2739","일시폐쇄 및 소독완료"
"2740","17:00~17:20"
"2741","OO시장, (마스크 미착용)"
"2742","일시폐쇄 및 소독완료"
"2743","17:30~17:40"
"2744","OO마트, (마스크 미착용)"
"2745","일시폐쇄 및 소독완료"
"2746","17:40~18:00"
"2747","자택귀가 (자차), (마스크 미착용)"
"2748","15:30~15:35"
"2749","OO편의점 (자차), (마스크 미착용)"
"2750","일시폐쇄 및 소독완료"
"2751","19:00"
"2752","OO병원 선별진료소 (자차), (마스크 착용)"
"2753","일시폐쇄 및 소독완료"
"2754","19:30~20:00"
"2755","자택귀가 (자차)"
"2756","16:20"
"2757","검사결과 양성 통보"
"2758","18:50"
"2759","OO병원 이송 및 입원"
"2760","※ 환자진술, CCTV 기록, 카드사용내역 수신 메시지 등으로 이동경로 확인"
"2761","※ 접촉자는 도내 기준"
"2762","□ OO구 확진자 모녀(9219번, 9363번) 이동 경로(4.1 10:00)"
"2763","- 접촉자 : 총 97명 (도내 격리자 45명, 도외 이관 격리자 52명)"
"2764","이동 경로"
"2765","09:50~11:00"
"2766","김포공항→제주 OO항공 탑승(마스크 착용)"
"2767","(승무원 4, 승객 35)"
"2768","11:30~11:40"
"2769","렌터카 셔틀버스를 타고 OO 렌터카로 이동 후 차 렌트, (마스크 착용)"
"2770","방역소독 완료"
"2771","~12:13"
"2772","OO 편의점, (마스크 착용)"
"2773","방역소독 완료"
"2774","~13:15"
"2775","OO 카페, (마스크 착용)"
"2776","방역소독 완료"
"2777","~16:42"
"2778","OO마트, (마스크 미착용)"
"2779","방역소독 완료"
"2780","17:00"
"2781","OO리조트 제주로 이동 후 숙소에만 머묾, (마스크 미착용)"
"2782","12:27"
"2783","13:54~14:17"
"2784","OO식당, (마스크 미착용)"
"2785","방역소독 완료"
"2786","14:18"
"2787","OO식당, (마스크 착용)"
"2788","방역소독 완료"
"2789","17:40"
"2790","OO리조트 제주에 도착, (마스크 미착용)"
"2791","17:47"
"2792","리조트 내 지하1층 OO매장 방문, (마스크 미착용)"
"2793","방역소독 완료"
"2794","17:50"
"2795","리조트 내 OO 편의점 방문, (마스크 미착용)"
"2796","방역소독 완료"
"2797","~11:36"
"2798","OO리조트 체크아웃, (마스크 미착용)"
"2799","방역소독 완료"
"2800","12:30~14:30"
"2801","OO 관광지, (마스크 미착용)"
"2802","방역소독 완료"
"2803","15:05~"
"2804","OO호텔 체크인"
"2805","OO편의점, OO 데스크, 야외수영장 (마스크 미착용)"
"2806","방역소독 완료"
"2807","09:00~10:00"
"2808","OO호텔 1층(조식), (마스크 미착용)"
"2809","11:25~11:40"
"2810","OO의원(표선), (마스크 착용)"
"2811","방역소독 완료"
"2812","11:53~11:58"
"2813","OO약국(표선), (마스크 착용)"
"2814","방역소독 완료"
"2815","~12:36"
"2816","OO항 선착장 도착, (마스크 착용)"
"2817","방역소독 완료"
"2818","13:00~13:30"
"2819","배 타고 OO로 이동, (마스크 착용)"
"2820","방역소독 완료"
"2821","13:34"
"2822","OO레저, (마스크 착용)"
"2823","방역소독 완료"
"2824","14:00~15:00"
"2825","OO식당, (마스크 미착용)"
"2826","방역소독 완료"
"2827","15:30~16:00"
"2828","OO 카페, (마스크 미착용)"
"2829","방역소독 완료"
"2830","16:30~17:00"
"2831","배 타고 OO항으로 이동, (마스크 착용)"
"2832","방역소독 완료"
"2833","17:31"
"2834","OO직판장, (마스크 착용)"
"2835","방역소독 완료"
"2836","18:30~19:10"
"2837","OO 식당 (마스크 미착용)"
"2838","방역소독 완료"
"2839","20:00~"
"2840","OO 호텔"
"2841","OO 편의점, OO 데스크 (마스크 미착용)"
"2842","방역소독 완료"
"2843","09:00~10:00"
"2844","OO호텔 1층에서 조식, (마스크 미착용)"
"2845","12:00"
"2846","OO호텔 체크아웃, (마스크 미착용)"
"2847","12:50~13:40"
"2848","OO 테마파크, (마스크 미착용)"
"2849","방역소독 완료"
"2850","~15:00"
"2851","OO 렌터카 반납, (마스크 착용)"
"2852","15:00~15:25"
"2853","렌터카 셔틀버스 이용하여 제주공항으로 이동, (마스크 착용)"
"2854","16:15"
"2855","제주→김포공항 OO항공, (마스크 착용)"
"2856","※ 환자진술, CCTV 기록, 카드사용내역 수신 메시지 등으로 이동경로 확인"
"2857","※ 접촉자는 도내 기준"
"2858","■ 원희룡 제주특별자치도지사가 장애인 및 의사무능력자에 대한 기초생활급여 관리 실태 전수조사와 제도적 개선 방안 마련을 주문했다."
"2859","<U+274D> 원희룡 도지사는 3월 30일 오후 2시 도지사 집무실에서 최근 불거진 지적장애인 가족의 기초생활수급비를 급여관리자인 남편의 형 A씨가 횡령했다는 의혹과 관련한 보고를 받고, 보건복지여성국 관계자에게 이 같이 지시했다."
"2860","■ 보건복지여성국 관계자는 보고 자리에서 관련 사항의 경과와 해당 가족에 대한 상황을 보고했다."
"2861","<U+274D> A씨는 2012년부터 급여관리자로 지정을 받아 해당 가족의 기초생활수급비 등을 횡령하였으며, 자신이 운영하는 식당, 농장 등에서 임금을 지급하지 않은 채 일을 시킨 것으로 알려졌다."
"2862","<U+274D> 현재 A씨는 해당 사실을 부인하고 있으며, 행정에서는 장애인 부부와 그 자녀를 A씨로부터 격리시켜 시설에서 보호 중이다."
"2863","■ 원희룡 지사는 급여관리자에 대해 제대로 관리와 감독이 되고 있는지 파악할 것과 함께 도내 급여관리자 전수에 대한 조사를 지시했다."
"2864","<U+274D> 아울러 관리 인력 문제와 점검 및 관리감독 방법, 시스템 상의 개선 점들에 대한 문제파악과 제도적 개선 방안을 마련할 것을 지시했다."
"2865","<U+274D> 원희룡 지사는 빠른 시일 내에 피해 당사자를 직접 면담해 사정을 청취할 예정이다."
"2866","
<U+00A0>
2020. 3. 30.(월)
배포즉시 보도할 수 있습니다
재난안전
대책본부
보 도 자 료
PRESS RELEASE
총괄조정관
(도민안전실장)
이중환
710-3800
통제관
(보건복지여성국장)
임태봉
710-2800
동영상 (웹하드): 있음■ 없음□<U+00A0>
사진 : 있음■ 없음□
후속자료 : 있음"
"2867","
29일 유럽·미국발 입국자 12명 추가 자가격리·능동감시
- 29일 하루 유럽·미국발 입국자 중 6명 검사… 모두 음성 판정 -"
"2868","
<U+F071> 제주도는 현재(29일 18시 기준)까지 유럽·미국발 입국자 90명 중 38명에 대한 검사를 완료했으며, 이 중 2명(도내 7, 8번)이 양성판정을 받았다고 밝혔다."
"2869","<U+00A0><U+274D> 29일 제주도로 통보된 유럽·미국발 입국자는 모두 12명이며 이들은 도 보건당국의 자가격리 및 능동감시 대상이다."
"2870","<U+00A0><U+274D> 제주도는 이 중 6명을 검사했고, 이 6명은 30일 현재 모두 음성판정을 받았다."
"2871","<U+00A0> ※ 도내 9번 확진자는 21일 입도(남미 방문)하여 위 유럽·미국발 입국자 통계에는 포함되지 않음."
"2872","<U+F071> 특별입도절차에 따라 제주국제공항에서 자진신고한 입도자는 29일 하루 동안 36명으로 전날 28일과 비교해 21명이 감소했다."
"2873","<U+00A0><U+274D> 특별입도절차 자진신고 대상은 모든 해외 방문이력자로, 유럽·미국 이외의 국가를 방문한 자도 포함된다."
"2874","<U+00A0><U+274D> 해외방문이력을 신고한 자는 제주국제공항 도착장에 마련된 안내데스크에서 코로나19 무료 검사지원 안내를 받고, 1대1 능동감시 대상에 포함된다."
"2875","<U+F071> 제주특별자치도는 지난 29일까지 고위험군 총 346명에 대한 코로나19 진단 검사를 실시한 결과, 모두 음성 판정을 받았다고 밝혔다."
"2876","<U+00A0><U+274D> 제주도는 코로나19의 세계적 대유행에 선제적으로 대응하기 위해서 해외방문자, 대구<U+30FB>경북방문자, 신천지 관계자 등 고위험군을 대상으로 검체검사를 지원하고 있다."
"2877","<U+F071> 한편, 대구·경북 지역 방문자 1명을 검사한 결과 음성판정을 받았다."
"2878","<U+00A0><U+274D> 이로써, 대구·경북지역 긴급지원 대책이 시행(3월 5일) 된 이후 대구경북 방문자 검사 인원은 30일 0시 기준 총 70명이다."
"2879","<U+00A0><U+274D> 29일 대구·경북지역 대학생 12명이 추가로 들어오면서 지난 2월 6일부터 3월 29일까지 입도한 대구·경북지역 대학생은 총 229명으로 파악됐다."
"2880","<U+00A0><U+00A0> - 이 중 181명이 최대잠복기 14일을 경과했다. 나머지 48명은<U+00A0> 자체격리 기숙사 등에서 각 대학의 모니터링 아래 자율 관리를 받고 있다."
"2881","<U+00A0><U+274D> 29일부터 대구↔제주노선이 왕복 4편에서 11편으로 증편하여 29일 항공편 도착 탑승객은 608명, 출발 탑승객은 646명으로 하루 평균 편도 탑승객은 600여 명 이상으로 증가했다."
"2882","
※ 관련 문의 : 도민안전실 양인정 재난대응과장<U+00A0> 064) 710-3630
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 보건복지여성국 정인보 보건건강위생과장<U+00A0> 064) 710-2910
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 공항확충지원단 공항확충지원과 한영식 총괄지원팀장<U+00A0> 064) 710-4841
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 기획조정실 김미영 청년정책담당관<U+00A0> 064) 710-8820"
"2883","<U+00A0>해외·대구경북 방문 입도자 통계"
"2884","
□ 유럽·미국발 입국자 관리 현황(’20.3.29. 18시 기준)"
"2885","
구분
능동감시
(자가격리)
격리해제
검사현황
소계
검사 중
검사완료
양성
음성
일계
12
-
-
6*"
"2886","
누계
(총 인원)
90
-
44
6
2
36"
"2887","<U+00A0> * 29일 18시 기준으로, 검사 중 6명은 현재 검사 완료하어 모두 음성판정
<U+00A0>※ 질병보건통합관리시스템 기준, 관할 변경 등으로 향후 변동될 수 있음"
"2888","□ 고위험군 검사 지원 현황(도 자체사업, ’20.3.29. 기준)"
"2889","
구분
총계
해외방문자
(유럽·미국 외)
대구경북
방문자
신천지
기타
일계
31
30
1
0
0
누계
346
149
70
124
3"
"2890","
□ 대구-제주 항공노선 탑승객 현황 (’20.3.29. 기준, 잠정치)"
"2891","3/21
3/22
3/23
3/24
3/25
3/26
3/27
3/28
3/29
제주 출발
370
358
374
363
364
376
352
285
646
제주 도착
353
316
372
356
353
350
323
353
608"
"2892","<U+00A0> ※ 29일부터 왕복 4편 → 11편 증편"
"2893","□ 대구·경북 출신 학생 입도현황 (’20.3.29. 기준, 잠정치)"
"2894","
계
자율격리 해제
(2/6~3/15)
14일 미경과 소계
14일미경과 (3/16~3/29)
3/16-3/24
3/25
3/26
3/27
3/28
3/29
229
181
48*
12
3
1
13
7
12"
"2895","<U+00A0><U+00A0> *대학별학생관리: 48명(제주대(격리기숙사4, 자가 등41), 관광대(학교 기숙사1-음성), 한라대(대학 자체숙소2))"
"2896","특별입도절차로 해외방문 입도객 317명 자가 신고
- 일평균 53명꼴… 제주공항서 즉시 진료-검사-격리조치로 ‘원스톱 관리’나서 -"
"2897","
<U+F071> 제주특별자치도는 24일부터 29일까지 특별입도절차를 통해 총 317명(일평균 52.8명)이 해외방문이력을 신고했다고 밝혔다."
"2898","<U+00A0><U+274D> 특별입도절차가 시행된 24일부터 현재(29일까지) 해외방문이력을 자진신고한 입도자는 일 50∼60명 내외를 유지하다가 29일 30대로 감소했다."
"2899","
날짜
3/24
3/25
3/26
3/27
3/28
3/29
자진신고자(명)
53
65
61
45
57
36
<특별입도절차 통한 해외방문 자진신고>"
"2900","
<U+00A0><U+274D> 지난 도내 7번 확진자도 제주공항에서 특별입도절차를 통해 해외방문이력을 신고하고 코로나19 검사 지원 내용에 대한 안내를 받았다."
"2901","<U+00A0> - 7번 확진자는 지난 도 합동브리핑에서 격리수칙을 충실히 지킨‘모범사례’로 언급된 바 있다."
"2902","<U+F071> 제주도는 지난 24일부터 특별입도절차를 통해 제주공항에서 해외방문이력 자진신고 및 코로나19 검사를 독려하고 있다."
"2903","<U+00A0><U+274D> 입도객은 제주공항 도착 시 공항 내 안내데스크에서 기본 신상정보 및 해외방문애력이 포함된 건강기초조사서를 작성한 후에 코로나19 검사 지원 사항을 안내받는다."
"2904","<U+00A0><U+274D> 제주도에서는 24일부터 유럽·미국이 아닌 나라를 방문한 자가 무증상이더라도 코로나19를 검사하도록 특별지원하고 있다."
"2905","<U+F071> 한편, 제주도에서는 특별입도절차와 함께 오늘(30일)부터‘워킹 스루 진료소’가 시행되면서 해외방문이력자에 대해 공항에서 즉시 진료 및 검사, 격리조치(양성판정 시)까지 이뤄지는 원스톱 관리 체계가 본격 가동되고 있다."
"2906","※ 관련 문의 : 보건복지여성국 정인보 보건건강위생과장<U+00A0> 064) 710-2910<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0>"
"2907","4·3현장참배“철저히 자제”… 온라인 추모로 4·3정신 기리자<U+00A0>
- 코로나19 감염확산 차단 위해 참배 자제 호소 -
- 도, ‘온라인 추모관’ 운영… 마을별 위령제도 자제 또는 축소 봉행 요청 -"
"2908","
<U+2751>제주특별자치도는 “코로나19 감염확산 차단을 위해 4·3추념식 당일 현장 참배를 철저히 자제하고, 사이버 분향으로 4·3영령들에 대해 추모하고 정신을 기려줄 것”을 도민사회에 당부했다."
"2909","<U+00A0><U+274D> 앞서 제주도는 사회적 거리두기 차원에서 제주도와 정부는 4·3추념식을 대폭 축소해 봉행하기로 결정했으며, 4·3유족회도 65세 이상은 참석하지 않는 것으로 대승적 결단을 내렸다."
"2910","<U+00A0><U+274D> 제주도는 “코로나19로 4·3로 현장 참배는 축소하지만, 취지와 추모 분위기가 퇴색되지 않도록 다양한 방법을 강구할 것”이라며 “오전 10시 묵념 사이렌 울림을 시작으로 각자의 위치에서 추모에 동참해 줄 것을 방송과 신문지면, 인터넷 등 언론 매체를 통해 적극 홍보해나갈 계획”이라고 밝혔다."
"2911","<U+00A0><U+274D> 제주도는 4·3유족증 발급 데이터베이스를 활용해 유족에게 관련 내용을 알리고 재난 문자를 통해 도민에게도 안내하는 한편, 문자에 온라인 추모관 및 사이버 참배 URL 등을 함께 명시해, 온라인 참배 참여를 유도할 방침이다."
"2912","<U+2751> 제주도는 “코로나19”대응을 위한 사회적 거리두기 참여와 4·3 추모 분위기 확대를 위해 ‘온라인 추모관’을 운영한다."
"2913","<U+00A0><U+274D> 제주도 홈페이지에 30일부터 “온라인 추모관”을 개설하고, 상시 운영 중인 4·3평화재단 ‘사이버 참배’공간도 활성화할 계획이다.
<U+00A0><U+00A0><U+00A0> * 제주특별자치도 온라인 추모관
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> - http://www.jeju.go.kr/group/part4/remembrance.htm
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 4·3평화재단 사이버 참배
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> - https://jeju43peace.or.kr/kor/memorial/list.do"
"2914","<U+00A0> - 4.3평화재단은 자주 방문하지 못하는 유가족과 일반인을 위해 온라인으로 헌화하고 추모글을 남길 수 있도록 ‘사이버 참배’ 공간을 상시 운영하고 있다.
<U+00A0>
<U+00A0> - 또한 교육청 등 각급 기관단체에서도 자체 홈페이지에 배너를 개설해서 도와 재단 “온라인 추모관”과 링크를 통해 추모에 동참할 수 있도록 할 계획이다."
"2915","<U+00A0><U+274D> 제주도는 도 공식 SNS를 통해 4·3 당일 추념식을 생중계할 예정이다."
"2916","<U+2751> 한편 4월 중 마을별 위령제도 대폭 축소해 봉행될 예정이다."
"2917","<U+00A0><U+274D> 제주도는 4월 위령제가 진행되는 마을 8곳에 코로나 19 방역지침을 준수해 자제 또는 축소해 봉행해 줄 것을 요청했다."
"2918","<U+00A0><U+274D> 이에 마을 2곳(행원리, 하가리)은 위령제를 취소했고 나머지 6곳도 외부인사를 초청하지 않고 제관 중심으로 최소 인원만 참석해 봉행키로 했다."
"2919","<U+2751> 원희룡 도지사는 “4·3의 전국화와 세계화를 위해 많은 분들이 참여해야 하지만, 올해는 도민의 안전과 생명을 최우선으로 하는 것이 4·3영령과 유족 여러분의 뜻을 잘 받드는 길이라고 믿는다”며 10시에 울리는 추모 묵념과 사이버 분향을 통해 4·3정신을 기려줄 것을 거듭 부탁했다."
"2920","※ 관련 문의: 특별자치행정국 강민철 4<U+30FB>3지원과장<U+00A0> 064) 710-8430"
"2921","
<U+00A0>일제 방역소독 6만6,166건 참여“도민 시민의식 덕분”
- 3월 11~27일까지 누계…3월 21~27일 일주일간 2만3,841개소 주 1회 방역 -
- 지난주 PC방·게임방·노래연습장·장례식장·산후조리원 등 100% 동참 -"
"2922","
<U+F071> 제주특별자치도는 지난 3월 11일부터 3월 27일 현재까지 17일간 민<U+2027>관<U+2027>군 합동 일제 방역소독의 날을 진행한 결과, 총 6만 여건의 도민 참여를 확인했다고 밝혔다."
"2923","<U+00A0><U+274D> 제주도는 “코로나19 방역지침을 준수하며 자발적으로 방역소독에 참여하는 제주도민들의 수준 높은 시민의식에 감사한다”고 전했다."
"2924","<U+F071> 제주도의 방역소독 누계 현황을 보면, 27일 기준 6만6,166건이 일제 방역소독을 진행했다."
"2925","<U+F071> 특히, 지난 3월 21일부터 27일까지 진행한 세 번째 일제 방역소독의 날 결과, 총 2만3,841개소가 참여한 것을 확인했다. 이는 전체 대상 시설<U+2027>업소 3만1,991개소의 74.5%에 이르는 수준이다."
"2926","<U+00A0><U+274D> 이중 사회복지시설(219개소)과 콜센터(10개소), PC방<U+2027>게임방(363개소), 노래연습장(320개소), 스포츠센터 등(712개소), 대형마트(156개소), 장례식장(31개소), 산후조리원(9개소), 의료기관(884개소), 교통시설 및 버스(1,638개소) 등의 시설<U+2027>업소 전체는 모두 주 1회 이상의 방역소독을 진행한 것으로 집계됐다."
"2927","<U+00A0><U+274D> 휴게음식점, 일반음식점, 제과점, 유흥주점 등 위생업소는 전체 2만3,694개소 중 1만8,751개소(79.1%)가 참여한 것으로 조사됐다."
"2928","<U+00A0><U+274D> 문화체육관광시설도 전체 558개소 중 547개소(98.0%)가 주 1회 방역소독을 전개했다."
"2929","<U+00A0><U+274D> 경로당<U+2027>마을회관, 종교시설 등 대부분은 행사 중단 자제 등의 권고를 이행하는 것으로 파악됐다."
"2930","<U+F071> 이번 일제 방역소독의 날에는 3월 22일부터 4월 5일까지 제주도와 행정시가 합동으로 진행하는 ‘사회적 거리두기’ 특별 캠페인과 병행해 방역 주체별로 점검과 지원이 이뤄졌다."
"2931","<U+00A0><U+274D> 제주도 재난대응과는 콜센터 방역을, 제주도 문화정책과는 PC방<U+2027>노래방, 종교시설, 체육시설 방역을 각각 전담하고 점검했다."
"2932","<U+00A0><U+274D> 제주도 자치행정과는 지역별 자생단체와 전개하는 ‘우리 동네는 우리가 지킨다’ 캠페인을 통해 일제 방역소독을 협력했다."
"2933","<U+00A0><U+274D> 제주도 보건복지여성국은 소독방법과 약품 사용법 등을 홍보하는 한편, 방역복 2,000벌 등의 물품을 행정시 등에 지원했다."
"2934","<U+F071> 또한, 제주도는 해병대 9여단과 함께 시외버스터미널(2개소)과 사회복지시설(8개소)에 대한 방역을 진행했으며, 농협중앙회 제주지역본부와 오일장(5개소)에 대한 소독을 전개했다."
"2935","<U+F071> 제주도는 “일상의 희생을 감수하며 방역소독에 자발적으로 참여하는 도민 여러분께 진심으로 감사드린다”며 “앞으로도 감염증으로부터 안전한 제주를 만들기 위해 감염 고위험 밀집지역을 선제적으로 파악하고 방역활동을 전개해 나가겠다”고 밝혔다."
"2936","
※ 관련 문의: 보건복지여성국 보건건강위생과 정인보 과장<U+00A0> 064) 710-2910
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 도민안전실 양인정 재난대응과장<U+00A0> 064) 710-3630
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 특별자치행정국 강동우 자치행정과장<U+00A0> 064) 710-6830
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 문화체육대외협력국 윤진남 문화정책과장<U+00A0> 064) 710-3410"
"2937","
제주도, 청정 제주농산물 온라인 직거래 유통망 확대
- aT사이버거래소 통한 전국 식자재마트 등 직배송 시스템 도입 -"
"2938","
<U+F071> 제주특별자치도는 전국 최초로 소비지 직배송 방식의 산지전자경매를 시행한 데 이어 한국농수산식품유통공사(aT) 사이버거래소를 통한 제주산 농산물 직거래 유통체계를 새로 도입한다고 밝혔다."
"2939","<U+00A0><U+274D> aT 사이버거래소는 농·수산물 전자상거래 활성화를 위해 지난 2009년 설립됐다.
<U+00A0><U+00A0> - 특히, 학교급식 재료 전문 전자조달시스템(eaT)을 통해 안전한 학교급식 재료의 온라인 유통 확대를 추진하고 있다."
"2940","<U+F071> 제주도는 국내산 식재료 직거래 쇼핑몰인 aT포스몰*과 기업 간 전자상거래(B2B) 시스템을 통해 전국 식자재마트와 대형 급식 공급업체에 제주산 농산물을 유통한다.
<U+00A0> *포스몰(www.pos-mall.co.kr): 소상공인이 카드결제용 POS 단말기로 농산물을 직거래할 수 있는 시스템"
"2941","<U+00A0><U+274D> 도는 도내 출하조직(농·감협, 영농조합법인 등)에 운송비와 포장재비(kg당 170원)의 일부를 보조하고, aT산지전자거래팀에 제주산 농산물 마케팅 및 판촉비용을 지원한다."
"2942","<U+00A0><U+274D> 도는 식자재마트 및 급식업체와의 연중 거래체계를 구축해 공급 농산물을 감귤뿐만 아니라 마늘·양파 등으로 확대할 계획이며, 올해 500톤 공급을 목표로 4월 초부터 본격 운영에 들어갈 예정이다."
"2943","<U+00A0><U+274D><U+00A0> 도는 직배송 유통방식 정착과 거래 활성화를 위해 사이버 거래소 회원업체와 신규 구매 회원을 대상으로 거래방법을 다각화하고, 참여업체에 대해 인센티브를 지원할 계획이다."
"2944","<U+F071> 제주도는 aT사이버거래를 통한 유통시스템이 운송 기간을 대폭 줄여 농산물 신선도를 높이고, 유통비용 절감으로 농가 소득 증대에 도움이 될 것으로 기대하고 있다."
"2945","[관련사진]"
"2946","※관련문의 : 농축산식품국 감귤진흥과 한인수 과장 064)710-3190"
"2947","
제주도, 코로나19 특례보증 지원 실적 93.8%
- 전국 평균 60.3% 이상 상회… 중대본 회의서도 적극행정 사례로 소개돼 -
- 온라인 사전예약시스템 구축·인력 보강 등으로 처리시간·기간 단축해 -
- 4월부터 전문 상담 인력 추가, 업무 세분화로 1일 상담건수 더욱 확대 전망 -"
"2948","
<U+F071> 제주특별자치도의 코로나19 특례보증 지원 실적이 27일 기준 93.8%를 보이며 전국 평균(60.3%)보다 훨씬 높은 것으로 드러났다.<U+00A0>
<U+00A0><U+F06D> 이는 지난 2월 17일 소상공인 특별지원안정자금 융자지원 시행과 동시에 보증 신청 폭주가 이어지자 제주신용보증재단과 협업해 보증심사 인력을 보강하고 처리 시간을 단축하는 등 현장의 애로사항을 적극 수렴해 시스템에 반영한 결과다."
