"","value"
"4722","<U+274D> 존 로빈슨(John Robinson) 부총재는 원희룡 지사와 박광석 환경부 실장에게 IUCN의 지난 70주년이 담긴 기념 책자를 선물했다."
"4723","<U+2751> 원희룡 제주특별자치도지사가 4일 “제주는 지속가능한 도시의 롤모델로서 환경자원 총량 보전, 보호지역 확대, 자원순환사회 조성 등 지역 차원의 노력을 경주해나겠다”고 밝혔다."
"4724","<U+2751> 원희룡 제주도지사는 이날 오후 5시 30분 제주국제컨벤센센터 탐라홀A에서 진행되는 2018 세계리더스보전포럼 폐회식에 참석해 ‘함께하는 지속가능한 미래! 제주선언문’의 이행 계획을 밝히며 이같이 말했다."
"4725","<U+2751> 원 지사는 “‘함께하는 지속가능한 미래! 제주선언문’은 제주만을 위한 실천 계획이 아니”라며 “전 세계 지방도시에 적용이 가능한 계획이며 미래 세대와 동행하며 이뤄나가야 할 비전”이라고 설명했다."
"4726","<U+274D> 이어 동북아 환경수도 조성을 위한 계획도 밝히며 “지구촌의 지속가능한 미래를 향한 여정에 긴밀한 협력과 동참을 당부했다."
"4727","<U+274D> 이날 선언문은 ‘지속가능한 미래를 위한 협력’이라는 포럼 주제에 걸맞게 서정언 제주대 학생과 바이바이플라스틱백의 멜라티 위즌(Melati Wijsen)이 함께 무대에 올라 선언문을 발표했으며, 원희룡 도지사에게 선언문을 전달했다."
"4728","<U+2751> 선언문은 오는 2030년을 목표로 제주를 친환경 지속가능한 도시로의 계획을 수립하는 조치를 주요 내용으로 담았다."
"4729","<U+2751> 특히 이번 포럼 참가자들과 논의를 통해 자연, 생활, 협력 분야별 과제를 선정해 환경을 지키고 지속가능한 미래를 도모하자는 G.R.O.W 기본 원칙을 포함했다."
"4730","<U+274D> GROW 기본 원칙은 ▲환경 자원의 총량적 보호와 쾌적한 환경 관리(Green Infrastructure & Amenity Management) ▲회복 가능한 범위 내 개발 관리 및 건강한 도시환경 확보 (R Resilience & Health) ▲신재생에너지 확대 및 기후변화에 안전한 지속가능한 사회 구현(Optimised Energy & Sustainability) ▲균형적 거버넌스의 확대 및 국제적 리더십 발휘(Well-balanced Governance & Global Leadership) 등이다."
"4731","<U+274D> 기후변화 적응 능력 향상을 위해 보호 지역을 확대·관리하고, 환경용량 범위내의 개발 허용, IOT 기술을 활용한 카본프리 아일랜드 구축, 도민이 참석하는 자원순환 및 창조형 사회 구축, 오염자·수익자 부담 등의 조치계획들이 포함됐다."
"4732","<U+2751> 제주도는 앞으로 이행사항의 정기적 확인 및 검증을 통해 전 세계에 적용 가능한 모델로 확산시키겠다는 전략이다."
"4733","※ 참고: 제주선언문 추진 개요 및 국문 자료"
"4734","■ 원희룡 제주특별자치도지사는 4일 “제25호 태풍 콩레이에 대한 사전 점검 및 대비부터 지나가는 후속 상황까지 최우선으로 대응할 것”을 당부하며 “최일선 현장에서 진두지휘 솔선수범 하겠다”고 밝혔다."
"4735","■ 원희룡 지사는 이날 오후 2시 30분 상황경보 통합 상황실에서 제25호 태풍 ‘콩레이(KONG-REY)' 북상 관련 상황판단회의를 주재하며 각 부서별 대비책을 점검했다."
"4736","■ 원 지사는 특히 “자연재난에 대한 예방이 무엇보다 중요하며 실제 생활에서의 도민 안내나 예방에 대한 협조뿐만 아니라 비상 상황 시 민관협력체계와 함께 움직일 주민 전체에 연락이 원활히 될 수 있도록 조치할 것”을 주문했다."
"4737","<U+274D> 또한 “태풍 내습 시 주민들의 대처역량, 공직자들의 경각심에 큰 영향을 미칠 수 있기 때문에 피해 발생지역에 대한 예방과 점검뿐만 아니라 뻔히 아는 거라 하더라도 다시 한 번 매뉴얼 점검을 비롯해 일정을 잡아 현장을 돌아볼 필요가 있다”고 말했다."
"4738","<U+274D> 저류지나 하천, 특히 호우 침수 등의 세밀한 점검과 원인 규명에 대해서도 “민원들이 들어오면 꼭 사후적으로만 파악하는 것이 아니라 사전에 또는 실시간으로 취합될 수 있도록 우선순위를 둘 것”을 당부했다."
"4739","<U+274D> 원 지사는 이 자리에서 제주도민들의 생명과 안전, 재산을 보호하는 것이 도정의 존재이유임을 다시 한 번 강조했으며, “이런 재난재해 시점이야말로 행정역랑을 더 발휘하고 도민들의 신뢰를 더 강화하는 계기가 될 것이라는 것을 염두해 유관기관과 함께 예방, 대응하고 주민들과의 협력 및 연락체계를 유지하는데 있어서도 만반의 태세를 보여줄 수 있도록 협업할 것”을 요청했다."
"4740","■ 이날 상황판단회의는 태풍 콩레이(KONG-REY)의 이동 속도가 당초 예상보다 빠르게 진행돼 오늘 밤부터 제주가 직접 영향권에 접어들 것으로 예상됨에 따라 긴급 소집됐으며, 제주지방기상청으로부터 태풍 예상 진로와 기상 전망에 대한 보고를 받고 재난관리 협업 분야별 대응 및 주요조치 계획에 대한 공유가 이뤄졌다."
"4741","<U+274D> 콩레이는 중형급 크기의 태풍으로 지난 2016년 태풍 차바와 크기와 중심기압, 최대풍속이 비슷할 것으로 예상되고 있다."
"4742","<U+274D> 오는 6일 오전 제주도에 최근접하며 제주도산지 700㎜ 이상, 제주도 전역 200~500㎜의 비가 내리고, 순간 최대 풍속 30㎧ 이상 매우 강한 바람이 불 것으로 예보되고 있다. 오는 5일과 6일 항공기 운항에도 영향을 미치게 될 것으로 전망 중이다."
"4743","<U+274D> 이에 도에서는 재난취약지역 사전 현장점검을 실시하고 이번 주 예정인 지역 행사를 연기하는 한편, 입간판, 시설물, 대형공사장 등 재해위험지구와 취약시설, 인명피해 우려지역에 대한 예찰활동을 강화하고 있다."
"4744","<U+25A2> 제주특별자치도 재난안전대책본부는 지난 9월 29일 15시 괌 서남서쪽 약 250㎞ 부근 해상에서 발생한 제25호 태풍 “콩레이*”이 10월 4일 09시 현재 오키나와 남쪽 약 360km 부근해상에서 북북서진함에 따라, 10월 5일 오후부터 제주가 직·간접 영향권에 들것으로 예상되어 긴장의 끈을 놓지 않고 있다고 밝혔다."
"4745","* 제25호 태풍 콩레이(KONG-REY)는 캄보디아에서 제출한 이름으로 산의 이름임."
"4746","<U+25A2> 태풍진로는 6일 오전 제주도를 지나 7일 오전에 독도 동북동쪽 해상으로 상륙할 것으로 예상되며 최대순간풍속 30m/s 이상의 매우 강한 바람이 불겠고, 10월 8일 09시경 일본 삿포로 동쪽 약 690km에서 부근 해상에서 열대성 저압부로 변할 것으로 예상되지만 직·간접영향으로 인하여 강한 바람을 동반한 많은 비가 예상되므로, 도로침수 및 하수역류가 발생되었던 지역·지점에 대하여 피해가 없도록 사전조치에 철저를 기해 줄 것을 당부하였다."
"4747","<U+25A2> 이와 관련하여 도 재난안전대책본부는 금일(4일) 원희룡 도지사 주재로 오후2시 30분 13개 협업부서와 유관기관 합동으로 상황판단회의를 개최하고 태풍에 따른 협업별 대처상황을 논의한다."
"4748","【상황판단회의 개요】"
"4749","○ (일시 및 장소) 4일 14:30 제주특별자치도 재난안전대책본부 상황실"
"4750","○ (참석) 도지사, 협업부서 실·국·사업소장, 제주기상청 등 유관기관 30여명"
"4751","○ 회의를 주재하는 원희룡 도지사는 읍면동 및 소관부서에 있는 양수기 등 수방자재를 일제점검·정비하여 상황발생시 적기에 동원될 수 있도록 사전준비를 하도록 하고,"
"4752","○ 또한, 강한 바람이 불 것으로 예상됨에 따라 입간판, 광고물, 비닐하우스, 공사장 자재 등에 대한 날림현상이 발생하지 않도록 사전 조치하고 특히, 대형 건축 공사장 울타리시설, 타워크레인 등이 넘어지지 않도록 점검에 철저를 기하도록 당부한다."
"4753","○ 그리고, 태풍으로 인한 사전 위험요인을 제거하고 피해를 최소화하기 위하여 재해위험지구·세월·해안가·급경사지·절개지 등의 재해취약지역에 대한 사전예찰 강화 및 출입통제 등 대비에 만전을 기하도록 협업부서와 행정시 등에 요청할 계획이다."
"4754","○ 아울러, 도민안전실을 중심으로 13개 협업부서가 재난 컨트롤타워 역할을 할 수 있도록 협업체계를 강화하는 한편, 재난대비를 위한 유관기관과의 협업을 강조한다."
"4755","<U+25A2> 제주특별자치도는 태풍으로 인한 인명피해 및 재산피해 예방을 위해서는 도민들의 자발적인 참여가 필요하다고 밝히고, 주택 배수로정비, 강풍에 날아갈 위험이 있는 옥외광고물·축사·비닐하우스·수산 증<U+2024>양식시설 고정 등 안전조치를 취하도록 하는 등 제25호 태풍 “콩레이” 북상에 따른 사전대비를 강화해 주도록 도민들의 협조를 당부하였다."
"4756","<U+2751> 원희룡 제주특별자치도지사가 4일 “2018 세계리더스보전포럼에서 지속가능한 미래를 위한 협력의 지혜를 나눌 것”이라 밝혔다."
"4757","<U+2751> 원희룡 제주도지사는 이날 오전 9시 30분 제주국제컨벤션센터에서 열린 ‘2018 세계리더스보전포럼’개막식에 참석해 환영사를 통해 이같이 말했다."
"4758","<U+2751> 원 지사는 “지구온난화에 따른 생태계 변화, 해수면의 상승, 자원 고갈 등 초국가적 환경 문제와 마주하고 있는 시점에 지구 환경을 회복하기 위해서는 범지구적 협력이 필요하다”며 “이번 포럼은 지속가능한 지구를 위한 초국가적 협력과 실천방안을 탐색하는 장이 될 것”이라 강조했다."
"4759","<U+274D> 원 지사는 이어 “미래를 이야기하면서 미래 세대가 참여하지 않는다면 의미가 없다”며 “주요 이해 당사자인 미래 세대가 참여해 ‘병들어가는 지구’를 회생시킬 창의적인 처방이 많이 나오길 바란다”고 전했다."
"4760","<U+274D> 원 지사는 이 자리에서 “그동안 제주는 사람과 자연이 평화롭게 공존하는 고밀도 상생을 실현하기 위해 지역 차원의 역할을 다해왔다”며, “2030 탄소없는섬 프로젝트를 소개하고 이는 2015년 프랑스 파리 기후변화협약 총회에서 대한민국 에너지 신산업 육성 전략 대표사례로 소개된 바도 있다”고 설명했다."
"4761","<U+274D> 이와 함께 2016년 하와이에서 열린 세계자연보전총회(WCC)에서는 유네스코 복합지정 국제보호지역 통합관리 지침을 발의해 국제사회의 동참을 이끌어낸 경험도 털어놨다."
"4762","<U+274D> 이날 개회식에는 IUCN 존 로빈슨(John Robinson) 부총재와 잉거 앤더슨(Inger Andersen) 사무총장, 자비에 스티커(Xavier Sticker) 프랑스 환경대사, 영국의 유명 방송진행자이자 탐험가인 폴 로즈(Paul Rose), 청소년 환경운동가로 널리 알려진 멜라티 위즌(Melati Wijsen) 등 국제기구 대표 및 단체 1,500여명이 참석했다."
"4763","<U+2751> 한편 환경부와 IUCN(세계자연보전연맹)공동 주최로 열린 이번 포럼은 내일(5일)까지 3일간 제주국제컨벤션센터에서 진행된다."
"4764","<U+274D> 이번 포럼은 2012 세계자연보전총회(WCC) 제주 행사에서 처음 도입된 세계리더스대화가 호평을 받은 것을 계기로 전세계 리더들에게 정기적인 개최를 약속하게 된 데서 비롯됐다."
"4765","<U+274D> 2018 세계리더스보전포럼에서는 ‘지속가능한 미래를 위한 협력(Together for the sustainable future)’을 대주제로 하여 자연자원의 지속가능한 이용, 초국가적 환경협력, 미래세대의 역할 강화에 대한 논의를 이어갈 방침이다."
"4766","<U+2751> 제주특별자치도와 환경부가 제주도를 동북아 환경수도로 조성하기 위한 비전을 수립하고 공동으로 노력할 것을 선언했다."
"4767","<U+2751> 원희룡 제주특별자치도지사와 김은경 환경부 장관은 3일 오후 제주롯데호텔 펄룸에서 제주의 지속 가능한 발전에 대한 비전과 목표·전략을 마련하는 「제주 동북아 환경수도 비전 수립을 위한 협력 MOU」를 체결했다."
"4768","<U+2751> 원희룡 지사는 “오늘 협약은 문재인 대통령의 공약 및 국정과제인 제주 동북아환경수도 조성 약속의 연장선”이라며 “국제보호지역의 확대와 환경총량 보호 등 지속가능한 개발과 청정과 공존의 실현을 통해 제주의 환경을 지키고 국제적 환경 모범도시로 가고자 한다”고 강조했다."
"4769","<U+274D> 원 지사는 “오는 2030년까지 탄소 제로 도시 실현과 폐기물 관리 등으로 자원순환형 사회를 강력하게 추진 중인데, 상하수도 통합관리 체계 구축 등 제주가 겪고 있는 심각한 현안도 과제도 존재하는 만큼 함께 해결해나가겠다”고 전했다."
"4770","<U+274D> 이어 이번 협약을 계기로 동북아 환경수도 비전과 목표, 추진 전략을 마련하고 이를 실현키 위한 정책협의회와 실무협의회를 구성해 이행계획 목표 달성과 추진실적 점검, 평가 등 상호 협력 사항에 대한 지속적인 협의를 지행할 계획도 밝혔다."
"4771","<U+274D> 또 “유네스코 세계생물권보전지역, 세계자연유산, 세계지질공원, 람사르 습지 등 제주의 특성을 활용해 국제보호지역 연구 훈련센터 설립 유치를 위한 협력도 강화해나가겠다”고 전했다."
"4772","<U+2751> 이날 협약식은 국민의 삶의 질을 개선하고 지속가능한 미래를 만들기 위해 환경보전과 경제성장, 사회통합이 균형과 조화를 이루는 지속가능한 발전을 새로운 이념으로 정립하고 청정과 공존의 실현이 최우선 가치임을 인식하는 자리가 됐다."
"4773","<U+274D> 이 자리에서는 세계자연유산, 생물권보전지역, 세계지질공원, 람사르습지 등 천혜의 자연과 환경브랜드 가치를 보유하고 있는 제주를 국가 발전에 기여할 환경모델도시로 조성해야할 필요성에 대해 공감했으며, 앞으로도 자연자산의 체계적 보전 관리와 환경가치 증진을 위해 기여키로 합의했다."
"4774","<U+274D> 협약을 통해 제주도는 환경의 체계적 보전·관리를 통해 세계적인 환경 모범 도시 모델로 조성하기 위한 비전과 목표·추진 전략을 수립하고, 세부 과제별 지표와 추진계획 등의 이행계획을 세워 시행할 계획이다."
"4775","<U+274D> 환경부는 제주 동북아환경수도 비전 및 이행 계획의 수립<U+2024>추진에 필요한 행정적, 재정적 지원을 위해 노력할 예정이다."
"4776","<U+274D> 또한 핵심 협력분야로 ▲보호지역 확대 및 환경자원총량제 도입 ▲탄소중립도시 실현 ▲폐기물감량 및 자원순환형 구조로의 전환 ▲물 순환 환경 조성과 지하수 보전 관리 ▲녹색일자리 창출을 위한 4차산업 기술 활용 ▲국제보호지역 연구훈련센터 설립·운영 ▲동북아환경수도 조성을 위한 관련법의 제·개정 등 7개 분야의 협력을 모색한다."
"4777","<U+2751> 제주특별자치도와 환경부는 이행 계획의 목표달성을 위한 추진실적을 점검 및 평가하고, 평가 결과 등에 따라 계획을 최종 수립해 2020세계자연보전총회(WCC) 또는 제3차 세계리더스보전포럼에서 ‘제주 동북아 환경수도 조성’이행 계획을 발표한다는 계획이다."
"4778","※ 붙임 : 제주동북아 환경수도 비전수립을 위한 협력 협약(MOU)"
"4779","■ 원희룡 제주특별자치도지사가 3일 “하수처리공정에 대한 전반적 검토로 보다 세분화된 관리와 새로운 대책 마련이 절실하다”고 피력했다."
"4780","■ 제주특별자치도가 도내 하수처리 문제 완전 해결을 위한 비상대응체계에 돌입한 가운데, 원희룡 지사도 제주하수처리장 현장에서 도시락 간담회를 진행하며 이같이 말했다."
"4781","■ 이번 현장 방문은 도내 하수처리장 포화상태에 따른 시설 및 운영 상황을 점검하고 유관부서와 함께 전문가들의 의견을 청취해 시설·인력·예산·환경 등의 모든 여건을 고려한 종합 대책을 수립하기 위해 마련됐다."
"4782","<U+274D> 간담회는 당초 예정된 시간을 40분 초과해 11시 50분부터 1시 30분까지 도시락으로 점심을 해결하며 진행됐으며, 하수 유입에 따른 처리효율 사안부터 ▲인력 운영 상황 ▲원인자부담금 관리 ▲대규모 개발사업 인허가 검토 ▲처리공법 ▲시설 확대 및 현대화 ▲관로 누수관리 등이 두루 언급됐다."
"4783","<U+274D> 대양엔바이오(주) 황준오 차장은“일평균 13만톤의 하수를 처리하도록 설계된 제주하수처리장은 하루 전체 양을 봤을 땐 100%처리가 되지만 아침과 저녁시간대 순간유입량이 5배 정도나 차이가 있다”며 “실제 설계보다 포화되는 상태에 대비하기 위해 여유 부지에 저장 기능을 하는 유량조정조를 만들거나 총인이나 질소 제거에 유리하도록 공법의 변경 등으로 대비할 수 있어야 한다”고 조언했다."
"4784","<U+274D> TSK 워터 노명규 부장은 “수질 기준을 맞추면 잘해봐야 본전, 잘못하면 죄인이 될 수밖에 없는 근무 여건을 개선해 전문성과 연속성을 축적시켜야 하며, 제주의 해풍과 날씨 여건, 관광성수기와 이용시간대에 따른 순간유입량 관리가 가능하도록 노후 시설을 개선해야 한다”고 지적했다."
"4785","<U+274D> 이에 원 지사는 관련 공법과 현장 근무 상황, 하수유입 현황 들을 일일이 질문하며 “전반적 하수운영 사이클을 확인해 처리공정이나 관리 지침들을 미리 검토하고 강화할 필요가 있다”며 “공법상이나 시설 등에서도 더 개선할 수 있는 대책들을 고민해야 한다”고 말했다."
"4786","<U+274D> 또한 “실제 현장의 전문가 의견을 토대로 환경부 기준을 비롯해 유입량에 따른 수질처리 및 시설 가동, 기계나 장비, 인력, 부지에 대한 매입관리 부분들까지 고려해 순차적으로 시행 여부와 전체 변경 사항들을 보고해 달라”고도 주문했다."
"4787","■ 원 지사는 간담회 이전에는 보목하수처리장을 찾아 하수 유입에 따른 처리 공정과 운영 상황에 대한 현황 보고를 받고 처리시설 등을 확인하기도 했다."
"4788","<U+274D> 원 지사는 증설에 따른 공법 변경 사항과 하수유입의 시간·계절·강우 등의 유입변동에 대처하기 위한 유량조정조 공사 현장을 점검하고 시설관리 현황을 청취했다."
"4789","<U+274D> 현재 일 평균 시설 용량 2만톤 중 85% 수준인 1만7천톤의 하수를 처리중인 보목처리장은 유입된 하수를 저장해 분배하는 역할을 하는 유량조정조 공사와 미생물에 의한 여과방법인 B3공법에서 미세한 막으로 노폐물을 거르는 KSMBR공법으로 변경 공사를 진행 중이다."
"4790","<U+274D> 보목처리장의 경우 오는 2020년 증설사업이 완료되면 시설용량은 일평균 3만 톤까지 가능해질 것으로 전망하고 있다."
"4791","<U+274D> 한편, 이날 간담회에는 하수처리 수질관리와 시설 운영 관련 전문가와 유관부서 관계 공무원 15명이 함께 자리했다."
"4792","■ 원희룡 제주특별자치도지사가 2일 “제주의 아들딸로서 후회 없이 멋진 경기를 펼치기를 온 도민과 한마음으로 응원 하겠다”고 전했다."
"4793","■ 원희룡 제주도지사는 이날 제주시 한라체육관 보조경기장에서 진행된 ‘제99회 전국체육대회 결단식’에서 이같이 말했다."
"4794","<U+274D> 원 지사는 “지난 8월 인도네시아 자카르타 팔렘방 아시안 게임에서도 제주출시 선수들이 태극마크를 달고 좋은 성적을 낸 바 있다”며 “폭염 속 훈련을 이겨내고 이 자리에 선 모두가 금메달을 목에 걸 자격이 충분하다”고 말했다."
"4795","<U+274D> 이어“제주 대표 기록 종목인 수영과 육상을 비롯해 단체·개인 종목인 체조, 체급 종목인 태권도·유도·레슬링 뿐 아니라 출전하시는 모든 선수들이 안전에 유념해 부상 없이 잘 다녀오시길 바란다”고 응원했다."
"4796","<U+274D> 이어 “제주도정은 체육이 탄탄히 뿌리내리고, 꿈나무를 키워나갈 수 있도록 지원을 강화하고 내실을 다지겠다”며 “직장운동경기부의 운영을 강화해 제주의 우수선수를 더욱 키우고 졸업 후에도 입단을 유도하는 시스템을 구축해 기량과 능력이 최대한 발휘할 수 있도록 지원을 강화 하겠다”고 밝혔다."
"4797","■ 오는 10월 12일부터 18일까지 전라북도 익산 및 전북도 일원에서 개최되는 제99회 전국체육대회는 34개 종목에 선수·임원 등 총 697명이 참가할 예정이다."
"4798","<U+274D> 제주 선수단은 지난해 기록 종목 36개, 단체 및 개인종목 17개, 체급 종목 27개 등 총 80개의 메달을 획득했다."
"4799","<U+274D> 이번 체육대회에서는 총 85개 메달 획득에 도전한다."
"4800","<U+274D> 제주선수단 총감독인 김대희 체육회 사무처장은 출정 보고를 통해 “남은 기간 동안 착실히 준비해 기필코 목표를 달성 하겠다”고 의지를 밝혔다."
"4801","■ 한편 이날 결단식에는 원희룡 도지사를 비롯해 도내 기관장, 관련단체, 선수, 임원 등 300여 명이 참석했으며 단기 수여, 격려 말씀, 출정 보고, 기념 촬영 순으로 진행됐다."
"4802","※ [붙임] 제99회 전국체육대회 개요"
"4803","□ 환경부(장관 김은경)는 제주특별자치도, 세계자연보전연맹(IUCN)과 함께 10월 3일부터 5일까지 제주 국제컨벤션센터에서 ‘2018 세계리더스보전포럼’을 개최한다."
"4804","<U+00A0> ○ 이번 포럼은 정부·기업·시민사회·학계 등 다양한 분야의 지도자들이 세계 환경문제에 대한 해결책을 논의하는 자리로 2015년에 이어 두 번째로 열리는 것이다."
"4805","<U+00A0> ○ 또한, 2012년 제주에서 열린 세계자연보전총회에서 처음 도입되어 호평을 받은 ‘세계리더스대화’를 확대하고 발전시킨 행사다."
"4806","□ 포럼의 주제는 ‘지속가능한 미래를 위한 협력(Together for the sustainable future)’이다."
"4807","<U+00A0> ○ 이 주제를 토대로 자연자원의 지속가능한 이용, 초(超)국가적 환경협력, 미래세대 역할 강화방안에 대해 전 세계 리더들의 심도 있는 논의와 대화가 이뤄질 예정이다."
"4808","<U+00A0> ○ 특히, 이번 리더스 대화에는 잉거 앤더슨 세계자연보전연맹 사무총장, 자비에 스티커 프랑스 환경대사, 원희룡 제주특별자치도지사 등이 패널로 참석한다. 포럼 3일차에는 제주의 역사와 지역문화, 세계자연유산 등을 주제로 한 생태관광 프로그램이 운영된다."
"4809","□ 이번 포럼은 미래를 이끌어갈 세대의 참여 없이 미래에 대한 논의는 의미가 없다는 인식 속에 지속가능한 미래에 대한 청년들의 다양한 목소리를 직접 듣는 시간을 충분히 마련했다.<U+00A0>"
"4810","<U+00A0> ○ 개회식에서는 전 세계 청소년들의 환경보전에 대한 생각과 희망을 담은 ‘젊은이의 목소리(Voice Of Youth)’를 상영한다.<U+00A0><U+00A0><U+00A0>"
"4811","<U+00A0> ○ 특히 10월 4일 열리는 ‘리더스대화Ⅲ’에서는 멜라티 위즌* 등 차세대 환경리더가 생각하는 지속가능한 미래의 모습은 무엇인지, 이를 위해 미래세대는 어떤 역할을 해야 하는지에 대해 의견을 나눈다. 멜라티 위즌은 14세 나이였던 2016년 플라스틱 오염 문제를 해결하기 위해 ‘안녕 플라스틱백(Bye Bye Plastic Bags)’ 운동을 시작한 인도네시아 출신 환경 운동가다.<U+00A0>"
"4812","<U+00A0> ○ 또한, 영국 국영방송(BBC) 진행자이자 탐험가인 폴 로즈의 특별강연이 펼쳐진다. 아울러 청소년 포럼 등 다양한 행사를 통해 각 분야의 리더들이 자신의 실천적 지식과 경험을 토대로 미래 세대가 마주하게 될 도전 과제에 대한 다양한 해법을 제시할 예정이다."
"4813","□ 이와 함께 주목을 끄는 주제는 리더스대화Ⅱ에서 논의하게 되는 ‘국경을 초월한 협력’이다.<U+00A0>"
"4814","<U+00A0> ○ 국가간 환경분쟁을 해결하는 차원의 담론을 뛰어 넘어, 환경보전을 위한 상호협력이 평화유지에 기여하는 길을 찾기 위한 글로벌 리더들의 혜안과 식견은 세계 유일의 분단국가인 우리나라에 적지 않은 시사점을 제공할 것으로 보인다."
"4815","<U+00A0> ○ 특히, 지난 9월 남북 정상이 ‘자연생태계의 보호·복원을 위한 환경협력’에 합의한 만큼, 이를 실현하기 위한 구체적인 방안과 비무장지대(DMZ)의 보전을 위한 국제사회의 역할 등에 대한 열띤 토론이 이뤄질 것으로 기대된다."
"4816","□ 한편, 포럼 기간 중인 10월 3일 제주 롯데호텔에서 김은경 환경부 장관과 원희룡 제주특별자치도지사는 ‘제주 동북아 환경수도 조성’을 추진하기 위한 업무협약을 체결한다."
"4817","<U+00A0> ○ 환경부와 제주특별자치도는 제주를 세계적인 환경 모범도시로 만들기 위한 미래상과 목표·전략 및 이행계획을 공동으로 마련하고, 보호지역 확대 및 환경자원 총량제 도입 등 7개 핵심 분야에 대해 상호 협력할 예정이다."
"4818","<U+00A0> ○ 제주특별자치도는 이러한 내용을 바탕으로 ‘함께하는 지속가능한 미래! 제주선언문’을 마련한다. 이 선언문은 10월 4일 폐회식에서 미래 환경보전의 주역인 청소년이 발표하여 세계 리더들의 공감과 지지를 이끌 예정이다."
"4819","□ 김은경 환경부 장관은 “세계 리더들의 풍부한 경험과 전문적 지식을 바탕으로 한 다양한 제언들이 지속가능한 미래를 위한 국가간 또는 세대간 협력의 방향을 알려주는 이정표가 될 것”이라며,"
"4820","<U+00A0> ○ “이번 포럼을 계기로 제주도가 아름다운 생태자원을 보유한 섬에서 한 발 더 나아가, 자연과 사람이 공존하는 세계적인 환경 도시로 거듭날 수 있기를 기대한다”라고 말했다."
"4821","□ ‘2018 세계리더스보전포럼’의 자세한 정보는 공식 사이트(www.wlcf.kr)에서 확인할 수 있다."
"4822","붙임 1. 2018 세계리더스보전포럼 개요."
"4823","<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 2. 리더스대화 참석자 명단"
"4824","<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 3. 제주 동북아 환경수도 비전 수립을 위한 업무협약 주요내용."
"4825","<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 4. 질의응답."
"4826","<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 5. 전문용어 설명"
"4827","■ 원희룡 제주특별자치도지사가 2일 “고부가가치 휴양으로 전환해 나간다는 방향성을 가지고, 질적 관광에 대한 상황판단과 전략들을 세울 것”을 지시했다."
"4828","■ 원희룡 제주도지사는 이날 오전 제주도청 별관 2층 재난안전대책본부에서 열린 주간정책 조정회의에서 ‘내국인 관광객 감소 추세에 따른 대책’을 보고 받고 이 같이 말했다."
"4829","■ 원 지사는 “그동안 양적관광 위주의 성장으로 제주 경제가 왔었기 때문에 이 부분이 지나치게 빠르게 감소하고 대책이 없는 상황이 되면 경제 위기로 연결될 수 있는 것도 사실”이라며 “북한, 해외까지도 경쟁이 더 치열해질 수밖에 없는 상황에서 제주 관광 블루오션 시대가 마감되고 있는지도 모른다”고 말했다."
"4830","■ 원 지사는 이어 질적 관광 지표로 체류 기간 관리, 맛집·체험관광 ·스포츠 전지 훈련·인센티브 관광·MICE 산업 등 지출액 증가로 연결될 수 있는 대안과, 재방문율과 만족도를 실질적으로 향상시킬 수 있는 노력들을 주문했다."
"4831","<U+274D> 특히 “근본적으로 관광객이 왔을 때 열심히 노력하는 도민들에게 실제 혜택과 열매가 갈 수 있도록 질적관광의 구조로 가야한다”고 강조하기도 했다."
"4832","<U+274D> 이어 “제주관광의 질적인 면과 역량이나 구조가 미래 지향적으로 가면 관광객 숫자는 일시적으로 준다고 해도, 국제적 비즈니스나 인프라 확보 등 특별한 계기들과 함께 발전할 수 있기 때문에 현재에 대한 명확한 상황 판단과 전략이 필요하다”고 덧붙였다."
"4833","■ 또한 “관광국과 관련 부서들 뿐만 아니라 관광공사, 관광협회, 공항, 항만, 한국관광공사 등 유관기관들과 관광 트랜드와 제주미래 전략들에 대해 실질적인 의논과 서로의 역할을 허심탄회하게 소통하는 자리도 마련할 것”을 당부했다."
"4834","■ 한편, 이날 회의는 제주로 방문하는 내국인 관광객이 올해 5월부터 감소세로 전환되고 지난 7월부터는 감소폭이 더욱 확대됨에 활성화 대책을 마련키 위해 진행됐다."
"4835","<U+274D> 이 자리에서는 ▲항공기 슬롯 추가 확보롤 통한 공급좌석 확대 ▲여객선 운항재개 ▲개별관광객 맞춤 마케팅 추진 ▲제주 콘텐츠 개발 및 상품화 추진 ▲안전·안심관광 정책 추진 ▲스마트 관광 등이 대안으로 거론되기도 했다."
"4836","※ [참고] 제주방문 관광객 현황 자료"
"4837","<U+F071>■ 원희룡 제주특별자치도지사가 2일 지속가능한 청정 제주를 만들기 위해 하수처리 종합비상대응 체계 가동을 주문했다."
"4838","<U+F071>■ 원희룡 제주도지사는 이날 오전 제주도청 별관 2층 재난안전대책본부에서 열린 주간정책 조정회의에서 ‘안정적 하수처리를 위한 관리대책’을 보고받고 하수처리문제가 완전히 해결될 때까지 제주도정 전체가 비상대응 체계를 가동할 것을 지시했다."
